Title,URL,Date,Primary image,Primary image caption,Primary image rights information,Subjects,Station,State,Place,Keywords,Latitude,Longitude,MediaRSS URL,Billboards
Latest recorded whale birth in Victorian history,http://www.abc.net.au/local/photos/2014/09/15/4087889.htm,15/09/2014,http://www.abc.net.au/reslib/201409/r1329800_18485437.jpg,"This newborn whale was photographed just days old and has made local history. Born last week just off the coast of Warrnambool near the Great Ocean Road, Victoria, this baby has stunned experts by arriving very late in the season.",Copyright: ABC licensed | Source: Audience Submitted | Byline: Chris Farrell,"Science and Technology:Animals:Mammals - Whales,",ABC South West Vic,VIC,Warrnambool,"whale, calf, birth, southern right whale, antarctica, migration, newborn, baby whale, warrnambool, logans beach, nature, science, DEPI, marine, biology, record",-38.3866,142.5053,http://www.abc.net.au/local/photos/2014/09/15/4087889-mediarss.xml,"images/test_word_cloud_0706.png"
WWI photos found in farmer’s fridge,http://www.abc.net.au/local/photos/2014/09/11/4085942.htm,11/09/2014,http://www.abc.net.au/reslib/201409/r1328353_18455614.jpg,Turkish prisoner of war in Egypt.,Copyright: ABC | Source: photo supplied | Byline: William Johnstone,"Arts and Entertainment:Photography, Community and Society:History, Unrest, Conflict and War,",ABC Tropical Queensland,QLD,Proserpine,"photos, wwi, world war i, centenary, proserpine, museum, history, william johnstone, galipoli",-20.4049,148.5821,http://www.abc.net.au/local/photos/2014/09/11/4085942-mediarss.xml,"images/test_word_cloud_0707.png"
Outback town pays tribute to biblical heritage with giant statue,http://www.abc.net.au/local/photos/2014/09/14/4087352.htm,14/09/2014,http://www.abc.net.au/reslib/201409/r1329435_18477715.JPG,"The statue of Joshua was officially unveiled at the weekend in front of an enthusiastic crowd of locals. Joanne Wells, who has lived in Jericho for 50 years, says Joshua will attract tourists. ""I think he will, because he’s different to a lot of other tourist attractions around,” she said. “He’s made of barbed wire and a different character too.”",Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Arts and Entertainment:Street Art, Rural:Rural Tourism,",ABC Western Queensland,QLD,Jericho,"crystal trumpeters, joshua, bible, jericho, lake galilee, Boongoondoo Station, jordan river, wally green, jericho tourism association, melynda rogers, abc western queensland, blythe moore, outback queensland tourism,",-23.6,146.1167,http://www.abc.net.au/local/photos/2014/09/14/4087352-mediarss.xml,"images/test_word_cloud_0708.png"
Much ado about graffiti,http://www.abc.net.au/local/photos/2014/09/15/4087735.htm,15/09/2014,http://www.abc.net.au/reslib/201409/r1329657_18482018.jpg,"Shakespeare and graffiti may sit at opposite ends of the art spectrum, but when the University of Southern Queensland decided to set their upcoming performance of Much Ado About Nothing on the streets of New York they enlisted the help of teenagers from various city youth programs.",Copyright: AAP | Source: ABC Southern Qld | Byline: Peter Gunders,"Arts and Entertainment, Arts and Entertainment:Theatre, Community and Society, Community and Society:Youth",ABC Southern Queensland,QLD,Toowoomba,"graffiti, shakespeare, usq, toowoomba, university, disadvantaged youth, tag, illegal,",-27.5622,151.9528,http://www.abc.net.au/local/photos/2014/09/15/4087735-mediarss.xml,"images/test_word_cloud_0709.png"
"Black Bass fishing on the Fly River, Jungle Warfare",http://www.abc.net.au/local/photos/2014/09/15/4087780.htm,15/09/2014,http://www.abc.net.au/reslib/201409/r1329700_18483237.jpg,A mean looking PNG Black Bass.,Copyright: ABC | Source: ABC Local | Byline: Rob Paxevanos,"Lifestyle and Leisure,",ABC Central Coast NSW - The Big Fish,NSW,Gosford,"podcast, podcasts, the big fish,",-33.4246,151.3441,http://www.abc.net.au/local/photos/2014/09/15/4087780-mediarss.xml,"images/test_word_cloud_0710.png"
Windmills no longer image of the outback?,http://www.abc.net.au/local/photos/2014/09/14/4087412.htm,14/09/2014,http://www.abc.net.au/reslib/201409/r1329492_18478762.jpg,"Arlie McCumstie took out first place in the colour print category with this image, which she called Kelpie Challenge. Competition judge John Elliott says the image is an “incredible action picture”. “Arlie’s picture puts you right in the middle of the action. It’s a super sharp, super amazing photograph,” he said.",Copyright: ABC | Source: Contributed | Byline: Arlie McCumstie,"Arts and Entertainment:Photography,",ABC Western Queensland,QLD,Winton,"2014 Waltzing Matilda Photographic Competition and exhibition, winton, longreach, outback regional gallery, john elliott, blythe moore, heather hale, abc western queensland, Douglas Rogers, Arlie McCumstie, Peter Knowles, debra scott, photography, photographic, image, landscape",-22.3826,143.0414,http://www.abc.net.au/local/photos/2014/09/14/4087412-mediarss.xml,"images/test_word_cloud_0711.png"
Unlikely foodie pulls youtube crowds by the millions,http://www.abc.net.au/local/photos/2014/08/12/4065471.htm,12/08/2014,http://www.abc.net.au/reslib/201408/r1315239_18140580.jpg,Jeff tends to his bees at Wises farm on the Sunshine Coast - he says he wants people from all over the world to reduce their wastage and grow their own fruit and vegies.,Copyright: AAP | Source: ABC | Byline: Janel Shorthouse,"Arts and Entertainment, Arts and Entertainment:Digital/Multimedia, Arts and Entertainment:Popular Culture, Business, Economics and Finance",ABC Sunshine & Cooloola Coasts Qld,QLD,Buderim,"youtube, permaculture, human interest, grow your own fruit and vegetables,",-26.686,153.056,http://www.abc.net.au/local/photos/2014/08/12/4065471-mediarss.xml,"images/test_word_cloud_0712.png"
Championship win 'redemption' for Pioneers,http://www.abc.net.au/local/photos/2014/09/15/4087588.htm,15/09/2014,http://www.abc.net.au/reslib/201409/r1329581_18480319.jpg,The Pioneers are the 2014 SEABL mens champions after winning the final in Melbourne.,Copyright: Audience submitted | Source: Supplied | Byline: Travis Fatchen,"Sport, Sport:Basketball,",ABC South East SA,SA,Mount Gambier,"abc, the pioneers, mt gambier, fans, basketball, SEABL, league, nunawading spectres, Richard Hill, melbourne",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/09/15/4087588-mediarss.xml,"images/test_word_cloud_0713.png"
Long term vision: multi-million dollar sheds nominated for national architecture award,http://www.abc.net.au/local/photos/2014/09/12/4086484.htm,12/09/2014,http://www.abc.net.au/reslib/201409/r1328777_18464825.jpg,Lune De Sang general manager Tony Kenway says the buildings are part of a big vision for the property.,Copyright: ABC | Source: ABC | Byline: Margaret Burin,"Arts and Entertainment:Design, Arts and Entertainment:Design:Architecture, Environment, Environment:Forests",ABC North Coast NSW,NSW,Federal,"sheds, lune de sang, architecture, federal, plantation, andy, andrew, plummer, whitehaven coal, abc, north, coast, design, grand designs, byron, hinterland, property, john choi, chrofi, architect, project, tony kenway",-28.6333,153.45,http://www.abc.net.au/local/photos/2014/09/12/4086484-mediarss.xml,"images/test_word_cloud_0714.png"
War history comes to life at Morphettville,http://www.abc.net.au/local/photos/2014/09/14/4087207.htm,14/09/2014,http://www.abc.net.au/reslib/201409/r1329336_18475407.jpg,Soldiers surveying the scene,Copyright: ABC | Source: ABC Adelaide | Byline: Ashley Walsh,"Community and Society:History:World War 1,",ABC Adelaide,SA,Morphettville,"World, War, One, History, Army, Nurse, Battalion, Centenary, Morphettville, Racecourse, Centenary, Adelaide: Weekends",-34.9754089,138.5411549,http://www.abc.net.au/local/photos/2014/09/14/4087207-mediarss.xml,"images/test_word_cloud_0715.png"
Photo gallery: punters celebrate 100th Ballina Cup,http://www.abc.net.au/local/photos/2014/09/13/4087001.htm,13/09/2014,http://www.abc.net.au/reslib/201409/r1329164_18471890.jpg,Lauren Seers from Tweed Heads and Kacey Lloyd from Cabarita.,Copyright: ABC | Source: ABC | Byline: Margaret Burin,"Arts and Entertainment:Design:Fashion, Sport:Horse Racing, Community and Society,",ABC North Coast NSW,NSW,Ballina,"ballina, cup, photo, booth, gallery, abc, north, coast, ballina cup, 100th, one hundredth, celebrate, photos, photo gallery, portraits",-28.8657,153.5643,http://www.abc.net.au/local/photos/2014/09/13/4087001-mediarss.xml,"images/test_word_cloud_0716.png"
Friday Rewind – life as an ambo in the 1960s,http://www.abc.net.au/local/photos/2014/09/12/4086627.htm,12/09/2014,http://www.abc.net.au/reslib/201409/r1328884_18466831.jpg,Superintendent Col Marks pictured at Mount Gambier Ambulance Station in 1963.,Copyright: Audience submitted | Source: Mount Gambier Library | Byline: Les Hills Collection,"Community and Society:History, Health:Medical History,",ABC South East SA,SA,Mount Gambier,"abc, SA ambulance service, chrysler, mercedes, rob jenner, paramedic, st johns service, mt gambier, nangwarry, south east",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/09/12/4086627-mediarss.xml,"images/test_word_cloud_0717.png"
Young veteran turns deadly diagnosis into charitable dreams,http://www.abc.net.au/local/photos/2014/09/12/4086324.htm,12/09/2014,http://www.abc.net.au/reslib/201409/r1328737_18463587.jpg,"Rhys Greedy uses a high altitude training mask and weights vest to condition his body for Nepal. ""I get the Bane [a villian from the Batman movies] call all the time - a label I am happy to roll with,"" he said.",Copyright: ABC | Source: contributed | Byline: Rhys Greedy,"Health, Health:Diseases and Disorders:Cancer, Human Interest, Human Interest:People",ABC Sunshine & Cooloola Coasts Qld,QLD,Caloundra,"Hodgkin Lymphoma, Rhys Greedy, Lymphoma Australia, Kokoda Track, Rob Blackmore, cancer",-26.7987,153.1367,http://www.abc.net.au/local/photos/2014/09/12/4086324-mediarss.xml,"images/test_word_cloud_0718.png"
Regional communities take action on ice crisis,http://www.abc.net.au/local/photos/2014/09/12/4086250.htm,12/09/2014,http://www.abc.net.au/reslib/201409/r1328663_18461907.jpg,Over 300 community members attended a forum to address the problem of ice or crystal methamphetamine at Portland.,Copyright: ABC | Source: ABC Local | Byline: Kate Hill,"Community and Society, Community and Society:Drugs and Substance Abuse, Education:Drug Education, Health:Drug Use",ABC South East SA,VIC,Portland,"abc, ice, crystal methamphetamine, forum, portland, edenhope, victoria, drug, south australia, michael carr-gregg, julie rae, australian drug foundation, police",-38.3435,141.6026,http://www.abc.net.au/local/photos/2014/09/12/4086250-mediarss.xml,"images/test_word_cloud_0719.png"
Man up for men's health,http://www.abc.net.au/local/photos/2014/09/12/4086377.htm,12/09/2014,http://www.abc.net.au/reslib/201409/r1328816_18465609.jpg,"Carl Neilsen (right) is a prostate cancer survivor who, after being laid up in a hospital bed after receiving treatment, decided to change things up a bit.",Copyright: ABC | Source: ABC Local | Byline: Isaac Egan,"Health, Health:Diseases and Disorders:Cancer, Health:Diseases and Disorders:Prostate Cancer, Health:Men's Health",ABC Far North Qld,,,"Man up, mens health, prostate cancer, prostate, cancer, australia, australian men, leading cause of cancer, leading form of cancer, fund raiser, raise awareness, raising awareness, cairns, queensland, far north queensland, road trip, tour, touring, campaign",,,http://www.abc.net.au/local/photos/2014/09/12/4086377-mediarss.xml,"images/test_word_cloud_0720.png"
The making of a champion Aboriginal football team,http://www.abc.net.au/local/photos/2014/09/12/4086448.htm,12/09/2014,http://www.abc.net.au/reslib/201409/r1328748_18463917.JPG,"Benedicta (Beno) and Brian (Bernie) Pindan hold the West Kimberley Football League trophy after the Looma Eagles won the premiership in 2013. They're joined by fellow supporters (L to R) Joe Grande, Ernie Skinner and William Watson.",Copyright: ABC licensed | Source: Looma Eagles | Byline:,"Community and Society:Indigenous (Aboriginal and Torres Strait Islander):Aboriginal, Sport,",ABC Kimberley WA,WA,Derby,Looma eagles aussie rules kimberley football footy cable beach west league Aboriginal Indigenous,-17.3107,123.639,http://www.abc.net.au/local/photos/2014/09/12/4086448-mediarss.xml,"images/test_word_cloud_0721.png"
Getting the blokes in the kitchen,http://www.abc.net.au/local/photos/2014/09/11/4086088.htm,11/09/2014,http://www.abc.net.au/reslib/201409/r1328546_18459723.JPG,Two of the participants of Blokes in the Kitchen decide just how much curry powder their curry needs.,Copyright: ABC | Source: ABC Gippsland | Byline: Jenni Henderson,"Health, Health:Diet and Nutrition, Health:Obesity, Lifestyle and Leisure",ABC Gippsland Vic,,,abc gippsland warragul west gippsland health service blokes in the kitchen elderly ageing health meal exercise socialising,,,http://www.abc.net.au/local/photos/2014/09/11/4086088-mediarss.xml,"images/test_word_cloud_0722.png"
Town planner hits right fashion note with unique designs,http://www.abc.net.au/local/photos/2014/09/09/4083879.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327142_18429011.JPG,Zyra Knight makes her own dresses and fascinators to compete in Fashions on the Field at country races.,Copyright: ABC | Source: ABC | Byline: Blythe Moore,"Arts and Entertainment:Design:Fashion, Human Interest:People,",ABC North West Qld,QLD,Mount Isa,"zyra knight, mount isa cup fashions on the field, country racing, racing fashion, spring racing, winter racing, blythe moore, abc north west queensland",-20.7287,139.4897,http://www.abc.net.au/local/photos/2014/09/09/4083879-mediarss.xml,"images/test_word_cloud_0723.png"
Up close with Hervey Bay's history,http://www.abc.net.au/local/photos/2014/09/11/4085743.htm,11/09/2014,http://www.abc.net.au/reslib/201409/r1328317_18454912.JPG,"John Andersen, president of the Hervey Bay Historical Village. In 2014, the village will celebrate its 40th anniversary.",Copyright: ABC | Source: ABC Online | Byline: Ross Kay,"Community and Society, Community and Society:History:19th Century, Community and Society:History:20th Century, Community and Society:History:21st Century",ABC Wide Bay Qld,QLD,Hervey Bay,"news, hervey bay, history, john andersen",-25.2853,152.8722,http://www.abc.net.au/local/photos/2014/09/11/4085743-mediarss.xml,"images/test_word_cloud_0724.png"
Fake warning stickers removed from beach access sign,http://www.abc.net.au/local/photos/2014/09/10/4085069.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327941_18447034.jpg,The Geeribach Lane sign (left) and a real one in Maroochydore.,Copyright: ABC | Source: | Byline: Adam Philp and Jon Coghill,,ABC Sunshine & Cooloola Coasts Qld,,,,,,http://www.abc.net.au/local/photos/2014/09/10/4085069-mediarss.xml,"images/test_word_cloud_0725.png"
New class of authors at Newcastle East PS,http://www.abc.net.au/local/photos/2014/09/11/4085717.htm,11/09/2014,http://www.abc.net.au/reslib/201409/r1327870_18445543.JPG,German designer Nina Katzmarski creating a book with class 2H from Newcastle East Public School.,Copyright: ABC | Source: | Byline: Nick Gerber,"Community and Society,",ABC Newcastle NSW,NSW,Newcastle,"ABC, Newcastle, 1233, Newcastle East Public School, childrens book, kids, Nick Gerber, Nina Katzmarski, Class 2H",-32.9298,151.7828,http://www.abc.net.au/local/photos/2014/09/11/4085717-mediarss.xml,"images/test_word_cloud_0726.png"
"Beaches, surf, trees, and vines: the South West is a photographic mecca",http://www.abc.net.au/local/photos/2014/09/10/4085041.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327853_18445166.jpg,A bauxite tailings dam near Collie. The red centre reminded Christian of the eye of Sauron from Lord of the Rings,Copyright: Unspecified | Source: Fletcher | Byline: Christian Fletcher,"Arts and Entertainment:Digital/Multimedia, Arts and Entertainment:Photography, Arts and Entertainment:Visual Art:Photography, Human Interest:Awards and Prizes",ABC South West WA,WA,Dunsborough,"southwest, photography, award, christian fletcher, art,",-33.6045,115.1027,http://www.abc.net.au/local/photos/2014/09/10/4085041-mediarss.xml,"images/test_word_cloud_0727.png"
A family of soldiers,http://www.abc.net.au/local/photos/2014/04/23/3990697.htm,23/04/2014,http://www.abc.net.au/reslib/201404/r1266939_17027801.JPG,A photo of Betty Seinor and her husband Jo at a military ball.,Copyright: ABC | Source: ABC Online | Byline: Ross Kay,"Defence and National Security, Defence and National Security:Veterans,",ABC Wide Bay Qld,QLD,Hervey Bay,"news, anzac day, veterans, betty seinor",-25.2853,152.8722,http://www.abc.net.au/local/photos/2014/04/23/3990697-mediarss.xml,"images/test_word_cloud_0728.png"
We love our mischievous arty listeners!,http://www.abc.net.au/local/photos/2014/09/03/4080172.htm,3/09/2014,http://www.abc.net.au/reslib/201409/r1328216_18452609.jpg,"'The Scream of Creed' featuring a screaming Graham Creed, a sunny Richard Glover and a strolling banana. Sent in by Tatiana McCarthy",Copyright: ABC | Source: | Byline:,"Arts and Entertainment,",ABC Sydney,NSW,Sydney,"Archibald, 702, 702 ABC Sydney, Making mischief with art, Richard Glover",-33.8631,151.2043,http://www.abc.net.au/local/photos/2014/09/03/4080172-mediarss.xml,"images/test_word_cloud_0729.png"
Too much bad news? Send in the clowns,http://www.abc.net.au/local/photos/2014/09/10/4084684.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327766_18443236.JPG,"Actors from the Fear and Love company (L-R) Michael Gosden, Emil Freund, Chelsea Zeller and Tristan Barr, say clowning can allow people to transform into someone else.",Copyright: ABC | Source: ABC Local | Byline: Charlotte King,"Arts and Entertainment, Arts and Entertainment:Theatre, Human Interest, Human Interest:Offbeat",ABC Mildura - Swan Hill Victoria,VIC,Robinvale,clowning theatre arts fear-and-love robinvale clowns vca victorian-college-of-the-arts,-34.5851,142.771,http://www.abc.net.au/local/photos/2014/09/10/4084684-mediarss.xml,"images/test_word_cloud_0730.png"
"Kalgoorlie’s long obsession with horse racing, drinking and debauchery",http://www.abc.net.au/local/photos/2014/09/10/4085011.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1325334_18392010.JPG,An undated photo of the Kalgoorlie Racecourse by JJ Dwyer,Copyright: ABC | Source: Image courtesy of WA Museum Kalgoorlie-Boulder | Byline: Supplied,"Community and Society:History, Sport:Horse Racing,",ABC Goldfields WA,WA,Kalgoorlie,Kalgoorlie Cup Horse Racing Races Race Hannans Handicap History goldfields_history Fashions on the Field Hats Food Drink Boulder Coolgardie,-30.7458,121.4715,http://www.abc.net.au/local/photos/2014/09/10/4085011-mediarss.xml,"images/test_word_cloud_0731.png"
"Kalgoorlie’s long obsession with horse racing, drinking and debauchery",http://www.abc.net.au/local/stories/2014/09/10/4084899.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1325334_18392010.JPG,An undated photo of the Kalgoorlie Racecourse by JJ Dwyer,Copyright: ABC | Source: Image courtesy of WA Museum Kalgoorlie-Boulder | Byline: Supplied,"Community and Society:History, Sport:Horse Racing,",ABC Goldfields WA,WA,Kalgoorlie,Kalgoorlie Cup Horse Racing Races Race Hannans Handicap History goldfields_history Fashions on the Field Hats Food Drink Boulder Coolgardie,-30.7458,121.4715,http://www.abc.net.au/local/stories/2014/09/10/4084899-mediarss.xml,"images/test_word_cloud_0732.png"
2014 Birdsville Races in pictures,http://www.abc.net.au/local/photos/2014/09/10/4084614.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327386_18434941.JPG,Horses racing against the iconic Birdsville backdrop.,Copyright: ABC | Source: Contributed | Byline: Lorraine Kath,"Event, Sport:Horse Racing,",ABC Western Queensland,QLD,Birdsville,"2014 birdsville races, pictures, photographs, images, photos, lorraine kath, photographer, horse racing, richard simpson, longreach, windorah, abc western queensland, abc north west queensland",-25.9005,139.3522,http://www.abc.net.au/local/photos/2014/09/10/4084614-mediarss.xml,"images/test_word_cloud_0733.png"
Creating a native paradise,http://www.abc.net.au/local/photos/2014/09/10/4084737.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327683_18440731.jpg,,Copyright: ABC | Source: ABC Local Radio | Byline: Jennifer Ingall,"Community and Society, Environment, Health, Lifestyle and Leisure:Gardening",ABC New England North West NSW,NSW,Armidale,"gardening, native plants, Warren Sheather, sustainable",-30.5178,151.664,http://www.abc.net.au/local/photos/2014/09/10/4084737-mediarss.xml,"images/test_word_cloud_0734.png"
Gympie Muster 2014 in pictures,http://www.abc.net.au/local/photos/2014/09/01/4078574.htm,1/09/2014,http://www.abc.net.au/reslib/201409/r1323674_18352203.JPG,The 2014 Gympie Muster marks the 33rd birthday of the now iconic Queensland event. It brings people and performers from across the country to the annual celebration of music.,Copyright: ABC | Source: ABC Online | Byline: Ross Kay,"Arts and Entertainment, Arts and Entertainment:Music, Arts and Entertainment:Music:Country,",ABC Wide Bay Qld,QLD,Amamoor,"news, gympie music muster, country music, photography, pictures, queensland",-26.355938,152.55811,http://www.abc.net.au/local/photos/2014/09/01/4078574-mediarss.xml,"images/test_word_cloud_0735.png"
"Bad for traffic, good for business",http://www.abc.net.au/local/photos/2014/09/09/4084201.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327358_18434341.JPG,Traffic crosses the single-lane Richmond Bridge. This bridge is regularly congested.,Copyright: ABC | Source: 702 ABC Sydney | Byline: Matthew Bevan,"Business, Economics and Finance:Small Business, Rural:Community Development,",ABC Sydney,NSW,North Richmond,"Linda Mottram, Richmond, North Richmond, 702 ABC Sydney, Bart Bassett, Londonderry, ICAC, Hawkesbury",-33.5827,150.7183,http://www.abc.net.au/local/photos/2014/09/09/4084201-mediarss.xml,"images/test_word_cloud_0736.png"
The Big Fish Saturday the 6th of September,http://www.abc.net.au/local/photos/2014/09/10/4084779.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327762_18443034.jpg,"Jo Starling battles an estuary Salmon from her new kayak, the one with a propeller, the new craft has opened up loads of fishing opportunities for Jo.",Copyright: ABC | Source: ABC Local | Byline: Steve Starling,"Lifestyle and Leisure,",ABC Central Coast NSW - The Big Fish,NSW,Gosford,"podcast, podcasts,",-33.4246,151.3441,http://www.abc.net.au/local/photos/2014/09/10/4084779-mediarss.xml,"images/test_word_cloud_0737.png"
"Snake released into wild after 3,000km interstate journey",http://www.abc.net.au/local/photos/2014/09/10/4084713.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327721_18441783.jpg,"NSW National Parks and Wildlife ranger Andrew Fay releases the carpet python into the wild in Bungawalbin after its 3,000km trip.",Copyright: ABC | Source: NSW National Parks and Wildlife | Byline: Supplied,"Environment, Environment:Conservation:National Parks, Human Interest, Human Interest:Animals",ABC North Coast NSW,NSW,Lismore,"snake, 3000km, journey, trip, abc, north coast, victoria, lismore, bungawalbin, story, article, photo, melbourne,",-28.8093,153.2808,http://www.abc.net.au/local/photos/2014/09/10/4084713-mediarss.xml,"images/test_word_cloud_0738.png"
"A love for Lou Reed, wrapped in wool",http://www.abc.net.au/local/photos/2014/09/10/4084720.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327705_18442482.jpg,Mary Adams' original 'Transformer' Lou Reed Jumper (right) in her exhibition at the TAP Gallery in Darlinghurst,Copyright: ABC | Source: | Byline:,"Arts and Entertainment:Design:Craft, Arts and Entertainment:Design:Fashion, Arts and Entertainment:Music, Arts and Entertainment:Popular Culture",ABC Sydney,NSW,Sydney,"Lou Reed, Mary Adams, Transformer",-33.8631,151.2043,http://www.abc.net.au/local/photos/2014/09/10/4084720-mediarss.xml,"images/test_word_cloud_0739.png"
Canola: the gloriously golden global crop,http://www.abc.net.au/local/photos/2014/09/10/4084732.htm,10/09/2014,http://www.abc.net.au/reslib/201409/r1327707_18441338.jpg,Canola is an oilseed crop grown throughout many parts of southern and central NSW.,Copyright: ABC | Source: ABC Local | Byline: Robert Virtue,"Rural:Agricultural Crops, Rural:Agricultural Crops:Oilseeds, Rural,",ABC Central West NSW,NSW,Cowra,"Canola, oilseed, crop, harvest, plant, central west, NSW, New South Wales, 2014, Australia, agriculture, rural, golden, flower, ABC, ABC Central West, Robert Virtue, paddocks, farm, farming, cropping, harvesting, oil, export, market, commodity",-33.8371,148.6954,http://www.abc.net.au/local/photos/2014/09/10/4084732-mediarss.xml,"images/test_word_cloud_0740.png"
It's beginning to look a lot like Christmas (already?),http://www.abc.net.au/local/photos/2014/09/09/4084320.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327431_18436013.jpg,It's beginning to look a lot like Christmas (already) on Lamb Street in East Mackay. Tania Griffin and baby Coben play amongst the herd.,Copyright: ABC | Source: ABC Multiplatform | Byline: Laura Hegarty,"Arts and Entertainment:Design:Craft,",ABC Tropical Queensland,QLD,Mackay,"reindeer, decorations, christmas, timber, mackay, queensland",-21.155,149.1664,http://www.abc.net.au/local/photos/2014/09/09/4084320-mediarss.xml,"images/test_word_cloud_0741.png"
Richard Dinnen takes his brand to Broome,http://www.abc.net.au/local/photos/2014/09/09/4083920.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327167_18429586.jpg,Richard Dinnen displaying his love for music on air in the the ABC Far North studio.,Copyright: ABC | Source: Supplied | Byline: Steve Rutherford,"Arts and Entertainment:Radio, Community and Society:Community Organisations, Community and Society:Regional, Community and Society:Relationships",ABC Far North Qld,,,"Richard Dinnen, ABC Far North, @Rdonair, far north queenland, Cairns, Australia, tropics, tropical, Broome, Moves, Ends, Drive, Drive program, Retires, Finishes, East coast, West coast, Cape York, Last Show, Bluey Hills",,,http://www.abc.net.au/local/photos/2014/09/09/4083920-mediarss.xml,"images/test_word_cloud_0742.png"
Flight training school set to open at Mt Gambier,http://www.abc.net.au/local/photos/2014/09/09/4084304.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327422_18435842.jpg,Aerostar Aviation will open a flight training school at Mt Gambier airport in October.,Copyright: ABC | Source: Mount Gambier Airport | Byline: Paul McFarlane,"Business, Economics and Finance:Industry:Air Transport, Business, Economics and Finance:Industry, Education,",ABC South East SA,SA,Mount Gambier,"abc, flight training, aerostar aviation, mount gambier airport, Ian Fritsch, Paul McFarlane, airplane, cessna 172, pilot, plane, flying",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/09/09/4084304-mediarss.xml,"images/test_word_cloud_0743.png"
Bentley Blockade image shortlisted in Australian Life photography comp,http://www.abc.net.au/local/photos/2014/09/09/4084313.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327416_18435771.jpg,"Photographer Natalie Grono says this image, titled 'Children of the tribe' captured her idea of Australian life for 2014.",Copyright: ABC | Source: Supplied | Byline: Natalie Grono,"Arts and Entertainment:Photography, Arts and Entertainment:Visual Art:Photography, Community and Society,",ABC North Coast NSW,NSW,Bentley,"australian life, city of sydney, art and about australian life, abc, north coast, lennox head, children of the tribe, metgasco, bentley, suspension,",-28.7333,153.1167,http://www.abc.net.au/local/photos/2014/09/09/4084313-mediarss.xml,"images/test_word_cloud_0744.png"
Bathurst house setting the trend for sustainable living,http://www.abc.net.au/local/photos/2014/09/09/4083929.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327145_18429082.jpg,The front of the Bathurst Sustainable Lifestyle House.,Copyright: Unspecified | Source: Supplied | Byline: Grant Paterson,"Arts and Entertainment:Design, Arts and Entertainment:Design:Architecture, Lifestyle and Leisure, Lifestyle and Leisure:Lifestyle",ABC Central West NSW,NSW,Bathurst,"Sustainability, living, Bathurst Sustainable Lifestyle House, environment, green, energy, efficiency, home, Bathurst, Bathurst Regional Council, Gary rush, ABC, ABC Central West, NSW, New South Wales, Australia, 2014, regional, rural, solar, power, rain water, tank, glass, double glaze, life, people",-33.4146,149.5808,http://www.abc.net.au/local/photos/2014/09/09/4083929-mediarss.xml,"images/test_word_cloud_0745.png"
(Yarn) bombs away on bombed island development,http://www.abc.net.au/local/photos/2014/09/09/4083771.htm,9/09/2014,http://www.abc.net.au/reslib/201409/r1327096_18427936.jpg,"The hole, which is about 100m long, was intended to be an underground carpark but was left incomplete after developers ran out of money",Copyright: ABC | Source: ABC | Byline: Nathalie Fernbach,"Arts and Entertainment, Arts and Entertainment:Street Art, Arts and Entertainment:Visual Art:Installation, Business, Economics and Finance:Industry:Tourism",ABC North Qld,QLD,Magnetic Island,"Australia, ABC, news, yarn, bomb, Magnetic Island, Townsville, Queensland, tourism, development, real estate, tourist, Fibre, fabric, fencestoration, Bay Dayz, art,",-19.1458,146.8166,http://www.abc.net.au/local/photos/2014/09/09/4083771-mediarss.xml,"images/test_word_cloud_0746.png"
"South East indigenous community worse off under Gov strategy, says Burrandies CEO",http://www.abc.net.au/local/photos/2014/09/09/4083772.htm,9/09/2014,http://www.abc.net.au/reslib/201407/r1299452_17762344.jpg,"The South East indigenous community will be worse off under the Federal Government's Indigenous Advancement Strategy, says Burrandies CEO Emma Hay.",Copyright: Getty Images | Source: | Byline: Simon Fergusson,"Community and Society, Community and Society:Indigenous (Aboriginal and Torres Strait Islander), Government and Politics, Government and Politics:Federal Government",ABC South East SA,SA,Mount Gambier,"abc, indigenous, aboriginal, burrandies strategy, Emma Hay, corporation, South East, Mt Gambier, Advancement, Federal government, funding",-37.8252,140.7811,http://www.abc.net.au/local/photos/2014/09/09/4083772-mediarss.xml,"images/test_word_cloud_0747.png"
